hour,day_of_week,month,is_weekend,is_rush_hour,weather,temperature,precipitation,road_construction,accident,traffic_volume,speed,congestion_level,travel_time
10,6,10,1,0,Snow,26.4,1.0,0,0,165,41.5,1,14.5
11,6,10,1,0,Clear,44.8,0.0,0,0,372,59.0,0,10.2
12,6,10,1,0,Snow,14.0,1.03,0,0,161,48.7,1,12.3
13,6,10,1,0,Cloudy,26.2,0.0,1,0,269,60.2,0,10.0
14,6,10,1,0,Fog,7.3,0.0,0,0,303,52.9,0,11.3
15,6,10,1,0,Rain,11.7,0.52,0,1,100,20.6,2,29.1
16,6,10,1,0,Clear,19.2,0.0,0,0,349,70.0,0,8.6
17,6,10,1,1,Clear,25.5,0.0,0,0,670,56.4,0,10.6
18,6,10,1,1,Rain,8.5,0.85,0,0,552,53.1,0,11.3
19,6,10,1,1,Fog,24.6,0.0,0,0,707,10.0,3,60.0
20,6,10,1,0,Clear,39.6,0.0,0,0,311,67.5,0,8.9
21,6,10,1,0,Snow,23.8,0.55,0,1,100,23.1,2,25.9
22,6,10,1,0,Snow,12.7,0.06,0,0,325,34.0,2,17.6
23,6,10,1,0,Cloudy,13.4,0.0,0,0,351,59.6,0,10.1
0,0,10,0,0,Rain,18.9,0.72,0,0,460,30.9,2,19.4
1,0,10,0,0,Snow,21.7,0.48,0,0,320,44.1,1,13.6
2,0,10,0,0,Snow,30.3,0.92,0,0,288,42.2,1,14.2
3,0,10,0,0,Clear,37.2,0.0,0,0,487,65.6,0,9.1
4,0,10,0,0,Cloudy,18.3,0.0,0,0,582,60.9,0,9.9
5,0,10,0,0,Fog,21.2,0.0,0,0,493,42.0,1,14.3
6,0,10,0,0,Clear,32.0,0.0,0,0,542,60.3,0,10.0
7,0,10,0,1,Fog,37.0,0.0,0,0,1160,10.0,3,60.0
8,0,10,0,1,Snow,6.2,0.98,1,0,861,10.0,3,60.0
9,0,10,0,1,Snow,32.8,0.57,0,0,1049,10.0,3,60.0
10,0,10,0,0,Cloudy,6.6,0.0,0,0,469,63.7,0,9.4
11,0,10,0,0,Cloudy,27.7,0.0,0,0,453,51.9,0,11.6
12,0,10,0,0,Snow,2.2,0.6,0,0,365,22.9,2,26.2
13,0,10,0,0,Cloudy,11.8,0.0,0,0,498,60.8,0,9.9
14,0,10,0,0,Cloudy,3.7,0.0,0,0,429,52.4,0,11.5
15,0,10,0,0,Cloudy,13.0,0.0,0,0,538,55.9,0,10.7
16,0,10,0,0,Rain,27.4,0.31,0,0,471,30.5,2,19.7
17,0,10,0,1,Clear,20.6,0.0,0,0,1039,10.0,3,60.0
18,0,10,0,1,Snow,13.0,0.05,0,0,853,10.0,3,60.0
19,0,10,0,1,Cloudy,6.4,0.0,0,0,951,10.0,3,60.0
20,0,10,0,0,Cloudy,12.6,0.0,0,0,457,58.0,0,10.3
21,0,10,0,0,Clear,15.1,0.0,0,0,510,55.8,0,10.8
22,0,10,0,0,Rain,4.3,0.07,0,0,366,42.8,1,14.0
23,0,10,0,0,Clear,12.6,0.0,0,0,501,59.0,0,10.2
0,1,10,0,0,Clear,15.4,0.0,0,0,486,52.8,0,11.4
1,1,10,0,0,Snow,24.0,0.29,0,0,422,62.7,0,9.6
2,1,10,0,0,Cloudy,13.6,0.0,0,0,561,51.4,0,11.7
3,1,10,0,0,Rain,14.7,0.32,0,0,417,63.1,0,9.5
4,1,10,0,0,Snow,21.0,0.31,0,0,425,46.8,1,12.8
5,1,10,0,0,Snow,21.6,0.74,0,0,341,34.5,2,17.4
6,1,10,0,0,Rain,28.4,0.43,0,0,409,58.0,0,10.3
7,1,10,0,1,Rain,26.5,0.15,0,0,809,10.0,3,60.0
8,1,10,0,1,Cloudy,15.1,0.0,1,0,1146,12.0,3,49.8
9,1,10,0,1,Rain,12.6,0.17,0,0,906,10.0,3,60.0
10,1,10,0,0,Rain,38.4,0.21,0,0,467,50.2,0,11.9
11,1,10,0,0,Fog,23.5,0.0,0,0,417,56.2,0,10.7
12,1,10,0,0,Snow,-0.1,0.78,0,0,398,39.0,1,15.4
13,1,10,0,0,Cloudy,24.9,0.0,0,0,472,52.0,0,11.5
14,1,10,0,0,Fog,18.8,0.0,0,0,540,40.5,1,14.8
15,1,10,0,0,Fog,26.0,0.0,0,0,540,41.1,1,14.6
16,1,10,0,0,Snow,18.9,0.25,0,0,440,37.8,1,15.9
17,1,10,0,1,Rain,31.9,0.94,0,0,922,10.0,3,60.0
18,1,10,0,1,Rain,8.8,0.83,0,0,998,27.9,2,21.5
19,1,10,0,1,Clear,31.1,0.0,1,0,1051,10.0,3,60.0
20,1,10,0,0,Cloudy,20.3,0.0,0,0,490,55.0,0,10.9
21,1,10,0,0,Fog,21.4,0.0,0,0,538,42.4,1,14.1
22,1,10,0,0,Cloudy,18.3,0.0,0,0,488,71.6,0,8.4
23,1,10,0,0,Snow,17.4,0.15,0,0,373,47.2,1,12.7
0,2,10,0,0,Snow,8.8,0.5,0,0,448,30.6,2,19.6
1,2,10,0,0,Fog,6.7,0.0,0,0,522,55.5,0,10.8
2,2,10,0,0,Fog,23.4,0.0,1,0,446,36.5,1,16.4
3,2,10,0,0,Rain,22.3,0.31,0,0,379,38.1,1,15.7
4,2,10,0,0,Snow,14.4,0.07,0,0,418,20.1,2,29.8
5,2,10,0,0,Clear,13.9,0.0,0,0,468,81.4,0,7.4
6,2,10,0,0,Cloudy,36.7,0.0,0,0,537,56.6,0,10.6
7,2,10,0,1,Rain,32.0,0.58,0,0,1038,10.0,3,60.0
8,2,10,0,1,Clear,11.8,0.0,0,0,1001,10.0,3,60.0
9,2,10,0,1,Cloudy,12.7,0.0,0,0,1151,25.4,2,23.6
10,2,10,0,0,Rain,0.9,0.57,0,0,307,53.6,0,11.2
11,2,10,0,0,Fog,35.7,0.0,0,0,533,48.0,1,12.5
12,2,10,0,0,Snow,10.4,0.5,0,0,344,39.2,1,15.3
13,2,10,0,0,Fog,19.6,0.0,0,0,498,36.9,1,16.3
14,2,10,0,0,Fog,20.2,0.0,1,0,457,29.1,2,20.6
15,2,10,0,0,Cloudy,7.5,0.0,0,0,448,64.2,0,9.3
16,2,10,0,0,Fog,24.5,0.0,0,0,573,46.7,1,12.8
17,2,10,0,1,Clear,27.0,0.0,0,0,1195,13.0,3,46.2
18,2,10,0,1,Rain,28.1,0.03,0,0,1080,30.3,2,19.8
19,2,10,0,1,Cloudy,23.5,0.0,0,0,794,32.0,2,18.8
20,2,10,0,0,Clear,16.3,0.0,0,0,508,55.8,0,10.8
21,2,10,0,0,Cloudy,13.2,0.0,0,0,510,60.6,0,9.9
22,2,10,0,0,Snow,30.6,0.31,0,0,335,54.4,0,11.0
23,2,10,0,0,Snow,1.3,0.15,0,0,271,32.1,2,18.7
0,3,10,0,0,Fog,16.4,0.0,0,0,577,34.3,2,17.5
1,3,10,0,0,Cloudy,20.1,0.0,0,0,529,74.8,0,8.0
2,3,10,0,0,Rain,27.8,0.15,0,0,425,55.6,0,10.8
3,3,10,0,0,Snow,22.2,1.25,1,0,425,54.5,0,11.0
4,3,10,0,0,Snow,10.4,0.06,0,0,406,34.8,2,17.2
5,3,10,0,0,Rain,-4.7,0.09,0,0,418,55.4,0,10.8
6,3,10,0,0,Cloudy,8.6,0.0,0,0,509,55.6,0,10.8
7,3,10,0,1,Snow,7.5,0.05,0,0,1012,10.0,3,60.0
8,3,10,0,1,Fog,31.7,0.0,0,1,778,10.0,3,60.0
9,3,10,0,1,Fog,26.7,0.0,0,0,938,10.0,3,60.0
10,3,10,0,0,Clear,18.0,0.0,0,0,492,65.3,0,9.2
11,3,10,0,0,Cloudy,17.6,0.0,0,0,523,57.4,0,10.4
12,3,10,0,0,Fog,31.2,0.0,1,0,499,47.7,1,12.6
13,3,10,0,0,Clear,23.4,0.0,0,0,582,53.9,0,11.1
14,3,10,0,0,Clear,30.4,0.0,0,0,459,60.4,0,9.9
15,3,10,0,0,Snow,12.1,0.07,0,0,392,32.2,2,18.6
16,3,10,0,0,Cloudy,16.0,0.0,0,0,522,65.5,0,9.2
17,3,10,0,1,Clear,25.8,0.0,0,0,749,38.9,1,15.4
18,3,10,0,1,Fog,18.0,0.0,0,0,834,10.0,3,60.0
19,3,10,0,1,Snow,17.5,1.53,0,0,995,10.0,3,60.0
20,3,10,0,0,Fog,23.0,0.0,0,0,516,50.7,0,11.8
21,3,10,0,0,Clear,16.7,0.0,0,0,500,67.1,0,8.9
22,3,10,0,0,Rain,9.4,0.2,0,0,305,56.2,0,10.7
23,3,10,0,0,Rain,7.3,0.41,0,0,393,46.2,1,13.0
0,4,10,0,0,Fog,14.7,0.0,0,0,524,43.8,1,13.7
1,4,10,0,0,Snow,11.2,0.25,0,0,357,42.8,1,14.0
2,4,10,0,0,Fog,25.7,0.0,0,0,567,36.5,1,16.4
3,4,10,0,0,Clear,14.9,0.0,0,0,542,62.9,0,9.5
4,4,10,0,0,Snow,31.0,0.37,0,0,397,45.6,1,13.2
5,4,10,0,0,Fog,23.1,0.0,0,0,510,44.4,1,13.5
6,4,10,0,0,Clear,28.8,0.0,0,0,493,69.5,0,8.6
7,4,10,0,1,Fog,23.1,0.0,0,0,1183,13.9,3,43.1
8,4,10,0,1,Cloudy,17.0,0.0,0,0,963,23.1,2,25.9
9,4,10,0,1,Clear,25.0,0.0,0,0,991,10.0,3,60.0
10,4,10,0,0,Fog,27.4,0.0,0,0,634,46.2,1,13.0
11,4,10,0,0,Fog,15.4,0.0,0,0,541,44.4,1,13.5
12,4,10,0,0,Clear,35.0,0.0,0,0,521,59.7,0,10.0
13,4,10,0,0,Rain,12.3,0.2,0,0,435,55.8,0,10.8
14,4,10,0,0,Snow,23.2,0.87,0,0,504,70.2,0,8.6
15,4,10,0,0,Cloudy,25.5,0.0,0,0,507,56.1,0,10.7
16,4,10,0,0,Clear,28.8,0.0,0,0,482,52.3,0,11.5
17,4,10,0,1,Rain,15.3,0.51,0,0,769,18.7,3,32.0
18,4,10,0,1,Cloudy,26.6,0.0,1,0,1256,19.0,3,31.5
19,4,10,0,1,Fog,30.1,0.0,0,0,877,10.0,3,60.0
20,4,10,0,0,Fog,26.1,0.0,0,0,498,50.4,0,11.9
21,4,10,0,0,Snow,8.9,0.53,0,0,293,34.8,2,17.3
22,4,10,0,0,Snow,10.3,0.21,0,0,392,40.2,1,14.9
23,4,10,0,0,Fog,30.9,0.0,0,0,469,41.3,1,14.5
0,5,10,1,0,Rain,22.9,0.21,0,0,201,49.9,1,12.0
1,5,10,1,0,Snow,27.0,0.04,0,0,137,31.1,2,19.3
2,5,10,1,0,Rain,14.5,0.85,0,0,199,42.8,1,14.0
3,5,10,1,0,Fog,9.2,0.0,0,0,348,59.2,0,10.1
4,5,10,1,0,Clear,15.7,0.0,0,0,444,48.5,1,12.4
5,5,10,1,0,Clear,16.5,0.0,0,0,312,62.2,0,9.7
6,5,10,1,0,Cloudy,16.7,0.0,0,0,371,72.6,0,8.3
7,5,10,1,1,Cloudy,18.3,0.0,0,0,749,39.0,1,15.4
8,5,10,1,1,Clear,30.3,0.0,0,0,952,10.0,3,60.0
9,5,10,1,1,Snow,6.9,3.37,0,0,621,21.6,2,27.8
10,5,10,1,0,Clear,32.1,0.0,0,0,277,61.8,0,9.7
11,5,10,1,0,Clear,13.5,0.0,1,0,219,54.6,0,11.0
12,5,10,1,0,Clear,11.4,0.0,0,0,324,67.8,0,8.8
13,5,10,1,0,Fog,19.4,0.0,0,0,273,46.5,1,12.9
14,5,10,1,0,Rain,24.4,0.52,0,0,147,42.5,1,14.1
15,5,10,1,0,Rain,6.0,0.2,0,0,222,30.0,2,20.0
16,5,10,1,0,Rain,6.2,0.04,0,0,291,43.4,1,13.8
17,5,10,1,1,Cloudy,38.2,0.0,0,0,734,60.9,0,9.9
18,5,10,1,1,Clear,21.4,0.0,0,0,743,33.2,2,18.1
19,5,10,1,1,Rain,28.2,0.17,0,0,782,20.1,2,29.9
20,5,10,1,0,Snow,39.4,0.13,0,0,161,54.6,0,11.0
21,5,10,1,0,Rain,26.6,0.56,0,0,161,54.9,0,10.9
22,5,10,1,0,Rain,11.1,0.86,0,0,210,53.9,0,11.1
23,5,10,1,0,Snow,10.7,0.1,0,0,221,41.4,1,14.5
0,6,10,1,0,Cloudy,26.2,0.0,0,0,250,66.5,0,9.0
1,6,10,1,0,Cloudy,25.5,0.0,0,0,189,71.6,0,8.4
2,6,10,1,0,Snow,20.8,0.32,0,0,319,40.9,1,14.7
3,6,10,1,0,Cloudy,27.0,0.0,0,0,360,74.0,0,8.1
4,6,10,1,0,Rain,10.4,0.87,0,0,156,58.1,0,10.3
5,6,10,1,0,Snow,23.0,0.4,0,0,253,57.1,0,10.5
6,6,10,1,0,Clear,23.4,0.0,0,0,368,77.7,0,7.7
7,6,10,1,1,Rain,32.0,1.27,0,0,748,27.4,2,21.9
8,6,10,1,1,Fog,13.3,0.0,0,0,824,13.3,3,45.3
9,6,10,1,1,Cloudy,38.6,0.0,0,0,809,17.3,3,34.7
10,6,10,1,0,Fog,31.4,0.0,0,0,282,51.8,0,11.6
11,6,10,1,0,Rain,29.0,1.09,0,0,173,48.9,1,12.3
12,6,10,1,0,Rain,31.6,0.44,0,0,252,45.7,1,13.1
13,6,10,1,0,Cloudy,21.5,0.0,0,0,266,57.2,0,10.5
14,6,10,1,0,Snow,26.8,0.02,0,0,168,45.4,1,13.2
15,6,10,1,0,Cloudy,5.5,0.0,0,0,177,53.4,0,11.2
16,6,10,1,0,Cloudy,12.7,0.0,0,0,192,76.9,0,7.8
17,6,10,1,1,Rain,31.8,0.85,0,0,701,25.7,2,23.3
18,6,10,1,1,Cloudy,22.8,0.0,0,0,561,36.9,1,16.3
19,6,10,1,1,Rain,21.6,0.43,0,0,959,10.7,3,56.1
20,6,10,1,0,Cloudy,37.7,0.0,0,0,221,52.0,0,11.5
21,6,10,1,0,Cloudy,27.4,0.0,0,0,326,51.8,0,11.6
22,6,10,1,0,Clear,20.9,0.0,0,0,358,48.4,1,12.4
23,6,10,1,0,Cloudy,8.2,0.0,0,0,313,49.0,1,12.2
0,0,10,0,0,Snow,7.2,0.57,0,0,365,38.4,1,15.6
1,0,10,0,0,Snow,20.4,0.95,0,0,445,61.8,0,9.7
2,0,10,0,0,Fog,37.3,0.0,0,0,525,47.3,1,12.7
3,0,10,0,0,Snow,35.6,0.39,0,0,362,53.7,0,11.2
4,0,10,0,0,Fog,16.3,0.0,0,0,580,26.9,2,22.3
5,0,10,0,0,Rain,8.9,1.68,0,0,446,39.1,1,15.3
6,0,10,0,0,Fog,5.3,0.0,0,0,538,32.6,2,18.4
7,0,10,0,1,Fog,17.3,0.0,0,0,878,10.0,3,60.0
8,0,10,0,1,Snow,25.8,1.46,0,0,818,10.0,3,60.0
9,0,10,0,1,Clear,12.0,0.0,0,0,1103,40.8,1,14.7
10,0,10,0,0,Fog,-2.2,0.0,0,0,496,38.3,1,15.7
11,0,10,0,0,Rain,5.1,0.47,0,0,435,48.9,1,12.3
12,0,10,0,0,Cloudy,3.8,0.0,0,0,526,65.6,0,9.2
13,0,10,0,0,Rain,20.0,0.01,0,0,348,32.1,2,18.7
14,0,10,0,0,Cloudy,7.9,0.0,0,0,529,61.9,0,9.7
15,0,10,0,0,Snow,25.9,1.05,0,0,476,30.0,2,20.0
16,0,10,0,0,Cloudy,6.2,0.0,0,0,466,59.4,0,10.1
17,0,10,0,1,Fog,26.8,0.0,0,0,850,19.2,3,31.3
18,0,10,0,1,Cloudy,37.3,0.0,0,0,1050,27.7,2,21.7
19,0,10,0,1,Fog,24.4,0.0,0,0,984,10.0,3,60.0
20,0,10,0,0,Fog,18.7,0.0,0,0,453,37.9,1,15.8
21,0,10,0,0,Cloudy,29.3,0.0,0,0,526,59.2,0,10.1
22,0,10,0,0,Rain,20.8,0.68,0,0,385,54.0,0,11.1
23,0,10,0,0,Cloudy,29.6,0.0,0,0,492,60.8,0,9.9
0,1,10,0,0,Fog,34.9,0.0,0,0,509,54.9,0,10.9
1,1,10,0,0,Clear,28.7,0.0,0,0,532,58.7,0,10.2
2,1,10,0,0,Snow,19.7,0.7,0,0,397,49.3,1,12.2
3,1,10,0,0,Clear,25.6,0.0,0,0,475,64.1,0,9.4
4,1,10,0,0,Clear,12.3,0.0,0,0,456,64.8,0,9.3
5,1,10,0,0,Rain,24.9,0.34,0,0,453,54.0,0,11.1
6,1,10,0,0,Fog,17.0,0.0,0,0,494,49.7,1,12.1
7,1,10,0,1,Clear,19.6,0.0,0,0,851,37.2,1,16.1
8,1,10,0,1,Rain,21.8,0.9,0,0,834,10.0,3,60.0
9,1,10,0,1,Snow,38.3,0.07,0,0,738,31.5,2,19.0
10,1,10,0,0,Snow,26.3,1.99,0,0,377,51.7,0,11.6
11,1,10,0,0,Cloudy,35.0,0.0,1,0,518,47.1,1,12.7
12,1,10,0,0,Fog,21.0,0.0,0,0,432,75.8,0,7.9
13,1,10,0,0,Snow,22.9,0.2,0,0,436,53.5,0,11.2
14,1,10,0,0,Snow,29.6,0.06,0,0,513,54.8,0,10.9
15,1,10,0,0,Snow,41.3,1.14,0,0,438,34.2,2,17.5
16,1,10,0,0,Snow,30.1,0.52,0,0,456,43.1,1,13.9
17,1,10,0,1,Fog,12.9,0.0,0,0,792,36.5,1,16.4
18,1,10,0,1,Cloudy,0.9,0.0,0,0,1220,10.0,3,60.0
19,1,10,0,1,Rain,8.5,0.12,0,0,707,31.0,2,19.3
20,1,10,0,0,Clear,12.9,0.0,0,0,519,65.9,0,9.1
21,1,10,0,0,Cloudy,22.6,0.0,0,0,488,57.4,0,10.5
22,1,10,0,0,Fog,11.6,0.0,0,0,459,49.0,1,12.2
23,1,10,0,0,Fog,2.4,0.0,0,0,496,37.8,1,15.9
0,2,11,0,0,Cloudy,26.0,0.0,0,0,429,60.1,0,10.0
1,2,11,0,0,Clear,23.4,0.0,0,0,405,49.3,1,12.2
2,2,11,0,0,Rain,19.1,0.19,0,0,443,41.1,1,14.6
3,2,11,0,0,Cloudy,32.0,0.0,0,0,445,56.4,0,10.6
4,2,11,0,0,Fog,36.8,0.0,0,0,508,53.0,0,11.3
5,2,11,0,0,Clear,19.0,0.0,0,0,549,64.0,0,9.4
6,2,11,0,0,Clear,38.5,0.0,0,0,598,63.1,0,9.5
7,2,11,0,1,Cloudy,19.6,0.0,1,0,833,10.0,3,60.0
8,2,11,0,1,Rain,21.3,0.76,0,0,1017,10.0,3,60.0
9,2,11,0,1,Rain,5.7,1.51,1,0,1119,23.1,2,26.0
10,2,11,0,0,Clear,16.1,0.0,1,0,428,66.3,0,9.1
11,2,11,0,0,Fog,25.4,0.0,0,0,538,35.0,1,17.1
12,2,11,0,0,Rain,5.0,0.04,0,0,382,44.8,1,13.4
13,2,11,0,0,Rain,37.6,0.8,0,0,417,59.8,0,10.0
14,2,11,0,0,Snow,9.1,0.46,0,0,363,50.4,0,11.9
15,2,11,0,0,Cloudy,14.9,0.0,0,0,423,61.3,0,9.8
16,2,11,0,0,Rain,25.4,0.04,0,0,378,41.4,1,14.5
17,2,11,0,1,Snow,-1.1,0.42,0,0,1023,10.0,3,60.0
18,2,11,0,1,Snow,11.5,1.56,0,0,721,16.4,3,36.5
19,2,11,0,1,Snow,26.2,0.14,0,0,1001,10.0,3,60.0
20,2,11,0,0,Clear,25.1,0.0,0,0,452,45.5,1,13.2
21,2,11,0,0,Fog,9.2,0.0,0,0,609,23.2,2,25.8
22,2,11,0,0,Cloudy,24.4,0.0,0,0,462,56.5,0,10.6
23,2,11,0,0,Clear,26.0,0.0,0,0,528,53.2,0,11.3
0,3,11,0,0,Snow,6.4,0.09,0,0,415,42.1,1,14.3
1,3,11,0,0,Fog,33.4,0.0,1,0,509,42.6,1,14.1
2,3,11,0,0,Fog,15.9,0.0,0,0,585,53.2,0,11.3
3,3,11,0,0,Cloudy,29.8,0.0,0,0,537,59.5,0,10.1
4,3,11,0,0,Snow,32.0,0.01,1,0,329,46.6,1,12.9
5,3,11,0,0,Clear,35.6,0.0,0,0,526,62.8,0,9.6
6,3,11,0,0,Clear,15.5,0.0,0,0,467,69.7,0,8.6
7,3,11,0,1,Fog,29.5,0.0,0,0,1115,15.2,3,39.4
8,3,11,0,1,Cloudy,26.5,0.0,0,0,757,51.4,0,11.7
9,3,11,0,1,Snow,9.5,0.34,0,0,691,10.0,3,60.0
10,3,11,0,0,Cloudy,20.1,0.0,0,1,403,46.2,1,13.0
11,3,11,0,0,Cloudy,20.8,0.0,0,0,518,61.2,0,9.8
12,3,11,0,0,Snow,30.5,0.97,0,0,414,35.8,1,16.8
13,3,11,0,0,Cloudy,4.4,0.0,1,0,475,62.8,0,9.6
14,3,11,0,0,Snow,15.6,1.23,1,0,448,40.5,1,14.8
15,3,11,0,0,Snow,3.6,0.06,0,0,374,20.6,2,29.1
16,3,11,0,0,Snow,18.3,0.37,0,0,427,53.8,0,11.2
17,3,11,0,1,Clear,7.1,0.0,0,0,806,10.0,3,60.0
18,3,11,0,1,Rain,26.9,0.19,0,0,942,10.0,3,60.0
19,3,11,0,1,Cloudy,16.3,0.0,0,0,722,43.8,1,13.7
20,3,11,0,0,Snow,31.6,0.44,0,0,416,39.7,1,15.1
21,3,11,0,0,Snow,2.1,0.15,0,0,446,48.1,1,12.5
22,3,11,0,0,Rain,25.3,0.4,1,0,435,45.4,1,13.2
23,3,11,0,0,Fog,17.2,0.0,0,0,556,42.4,1,14.2
0,4,11,0,0,Fog,22.9,0.0,0,0,550,66.3,0,9.0
1,4,11,0,0,Fog,8.4,0.0,1,0,475,66.6,0,9.0
2,4,11,0,0,Snow,39.9,1.05,0,0,345,33.3,2,18.0
3,4,11,0,0,Snow,31.2,0.44,0,0,347,52.4,0,11.5
4,4,11,0,0,Clear,15.0,0.0,0,0,514,70.9,0,8.5
5,4,11,0,0,Cloudy,36.0,0.0,0,0,514,74.9,0,8.0
6,4,11,0,0,Snow,21.4,0.24,0,0,357,56.2,0,10.7
7,4,11,0,1,Cloudy,27.0,0.0,0,0,1068,10.0,3,60.0
8,4,11,0,1,Cloudy,27.6,0.0,0,0,951,19.9,3,30.1
9,4,11,0,1,Clear,20.7,0.0,0,0,878,21.5,2,28.0
10,4,11,0,0,Snow,12.4,1.74,0,0,293,34.4,2,17.4
11,4,11,0,0,Clear,18.3,0.0,0,0,495,60.0,0,10.0
12,4,11,0,0,Cloudy,17.0,0.0,0,0,528,67.5,0,8.9
13,4,11,0,0,Rain,14.4,0.16,0,0,493,57.1,0,10.5
14,4,11,0,0,Cloudy,26.3,0.0,0,0,533,35.0,1,17.1
15,4,11,0,0,Fog,20.1,0.0,0,0,410,45.1,1,13.3
16,4,11,0,0,Fog,-0.9,0.0,0,0,491,50.5,0,11.9
17,4,11,0,1,Rain,8.8,0.56,0,0,747,29.6,2,20.2
18,4,11,0,1,Snow,30.4,0.03,0,0,842,10.0,3,60.0
19,4,11,0,1,Cloudy,19.9,0.0,0,0,914,10.0,3,60.0
20,4,11,0,0,Snow,16.6,0.75,0,0,414,42.5,1,14.1
21,4,11,0,0,Cloudy,3.4,0.0,0,0,523,51.2,0,11.7
22,4,11,0,0,Snow,11.8,0.77,0,0,517,50.8,0,11.8
23,4,11,0,0,Cloudy,9.4,0.0,0,0,486,58.2,0,10.3
0,5,11,1,0,Snow,14.2,0.09,0,0,160,30.9,2,19.4
1,5,11,1,0,Fog,2.4,0.0,0,0,313,46.8,1,12.8
2,5,11,1,0,Cloudy,24.8,0.0,0,0,240,58.2,0,10.3
3,5,11,1,0,Rain,26.3,0.02,0,0,167,67.0,0,9.0
4,5,11,1,0,Fog,6.3,0.0,0,0,414,64.3,0,9.3
5,5,11,1,0,Fog,5.1,0.0,0,0,241,40.4,1,14.9
6,5,11,1,0,Snow,24.3,0.02,0,0,197,57.1,0,10.5
7,5,11,1,1,Snow,5.7,1.22,0,0,683,23.6,2,25.4
8,5,11,1,1,Cloudy,25.7,0.0,0,0,634,50.0,0,12.0
9,5,11,1,1,Snow,7.7,0.28,0,0,523,10.0,3,60.0
10,5,11,1,0,Clear,31.7,0.0,0,0,313,74.3,0,8.1
11,5,11,1,0,Cloudy,30.1,0.0,0,0,319,65.8,0,9.1
12,5,11,1,0,Clear,13.0,0.0,0,0,351,60.5,0,9.9
13,5,11,1,0,Rain,12.7,0.4,0,0,112,40.1,1,15.0
14,5,11,1,0,Cloudy,19.1,0.0,0,0,260,70.7,0,8.5
15,5,11,1,0,Rain,8.3,0.13,0,0,148,63.5,0,9.4
16,5,11,1,0,Cloudy,19.2,0.0,0,0,320,66.2,0,9.1
17,5,11,1,1,Cloudy,21.2,0.0,0,0,684,57.1,0,10.5
18,5,11,1,1,Cloudy,2.8,0.0,0,0,876,10.0,3,60.0
19,5,11,1,1,Cloudy,16.7,0.0,0,0,734,57.3,0,10.5
20,5,11,1,0,Clear,21.8,0.0,0,0,238,68.5,0,8.8
21,5,11,1,0,Snow,19.6,0.43,0,0,216,34.0,2,17.6
22,5,11,1,0,Snow,25.5,1.71,0,0,191,31.8,2,18.9
23,5,11,1,0,Snow,0.3,0.27,0,1,176,10.0,3,60.0
0,6,11,1,0,Snow,13.8,0.91,0,0,238,57.3,0,10.5
1,6,11,1,0,Cloudy,4.9,0.0,0,0,368,53.9,0,11.1
2,6,11,1,0,Snow,18.9,1.17,0,0,302,45.3,1,13.2
3,6,11,1,0,Clear,21.3,0.0,0,0,311,63.5,0,9.4
4,6,11,1,0,Fog,32.1,0.0,0,0,243,58.8,0,10.2
5,6,11,1,0,Snow,16.3,0.45,0,0,118,50.1,0,12.0
6,6,11,1,0,Clear,12.4,0.0,0,0,362,60.4,0,9.9
7,6,11,1,1,Clear,34.0,0.0,0,0,743,17.2,3,34.9
8,6,11,1,1,Clear,35.6,0.0,0,1,618,10.0,3,60.0
9,6,11,1,1,Snow,28.4,1.62,0,0,877,10.0,3,60.0
10,6,11,1,0,Clear,28.1,0.0,0,0,305,79.3,0,7.6
11,6,11,1,0,Fog,24.8,0.0,0,0,362,34.4,2,17.4
12,6,11,1,0,Snow,19.0,0.67,0,0,255,43.0,1,13.9
13,6,11,1,0,Cloudy,12.5,0.0,0,0,289,55.1,0,10.9
14,6,11,1,0,Fog,18.0,0.0,0,0,156,52.3,0,11.5
15,6,11,1,0,Fog,18.9,0.0,0,0,180,57.4,0,10.5
16,6,11,1,0,Fog,28.3,0.0,0,0,265,57.9,0,10.4
17,6,11,1,1,Rain,14.7,0.54,0,0,453,28.4,2,21.2
18,6,11,1,1,Fog,37.5,0.0,0,0,945,10.0,3,60.0
19,6,11,1,1,Clear,34.8,0.0,0,0,604,10.0,3,60.0
20,6,11,1,0,Snow,27.7,0.11,0,0,233,38.0,1,15.8
21,6,11,1,0,Rain,20.6,0.25,0,0,273,69.1,0,8.7
22,6,11,1,0,Clear,9.5,0.0,0,0,378,71.9,0,8.3
23,6,11,1,0,Clear,23.8,0.0,0,0,385,65.6,0,9.1
0,0,11,0,0,Fog,24.3,0.0,0,0,518,49.1,1,12.2
1,0,11,0,0,Snow,16.1,0.53,0,0,446,52.0,0,11.5
2,0,11,0,0,Snow,15.2,0.27,0,0,470,43.9,1,13.7
3,0,11,0,0,Snow,6.5,0.34,0,0,406,36.2,1,16.6
4,0,11,0,0,Snow,6.3,0.19,0,0,282,38.8,1,15.4
5,0,11,0,0,Fog,7.7,0.0,0,0,484,40.5,1,14.8
6,0,11,0,0,Cloudy,18.4,0.0,0,0,512,51.7,0,11.6
7,0,11,0,1,Clear,24.3,0.0,0,0,802,14.9,3,40.3
8,0,11,0,1,Fog,18.9,0.0,0,0,1226,17.7,3,33.9
9,0,11,0,1,Rain,36.1,0.08,0,0,654,44.0,1,13.6
10,0,11,0,0,Fog,19.4,0.0,0,0,493,33.3,2,18.0
